6,1.1023039000000008,0.8162270006650411,0.9006685768863419,0.565347721822542,0.6946593001841621,0.036581076327822724
12,1.0103100000000005,0.865440035468854,0.872280701754386,0.7452038369304557,0.803750404138377,0.06401688357368976
18,1.0855731000000013,0.8692086011970738,0.8828125,0.7452038369304557,0.8081924577373212,0.0580372845585649
24,1.0481402000000006,0.8763023719796054,0.8892005610098177,0.7601918465227818,0.8196509372979962,0.055575096728807595
30,1.0967219000000004,0.8811793393925959,0.8793565683646113,0.7865707434052758,0.830379746835443,0.06331340133661625
36,1.0132929999999991,0.8829527820882288,0.8872282608695652,0.7829736211031175,0.8318471337579617,0.05838902567710166
42,1.2768101000000005,0.883396142762137,0.8889645776566758,0.7823741007194245,0.8322704081632655,0.057333802321491385
48,1.167026599999998,0.8887164708490357,0.9009628610729024,0.7853717026378897,0.8392056374119155,0.050650721069293
54,1.1942144999999975,0.8889381511859898,0.9015829318651066,0.7853717026378897,0.8394745273950656,0.050298979950756245
60,1.4235970999999985,0.897140323653292,0.9281650071123755,0.7823741007194245,0.8490566037735849,0.03552585297221245
66,1.4441013999999974,0.9037907337619153,0.9413447782546495,0.7889688249400479,0.8584474885844747,0.02884277172001407
72,1.3391590999999998,0.9029040124140989,0.9386590584878745,0.7889688249400479,0.8573289902280129,0.030249736194161096
78,1.500278299999998,0.9057858567945023,0.9468008626887131,0.789568345323741,0.8610657077476299,0.026028842771720014
84,1.4510073999999982,0.9135446685878963,0.9341032608695652,0.8243405275779376,0.8757961783439491,0.03411888849806542
90,1.452633500000001,0.9155397916204833,0.9304347826086956,0.8339328537170264,0.8795447360101171,0.036581076327822724
96,1.260594600000001,0.9159831522943915,0.9176928062216462,0.8489208633093526,0.881968234194955,0.04467112205416813
102,1.3564365999999985,0.9244070050986477,0.9212698412698412,0.8699040767386091,0.8948504471168671,0.043615898698557864
108,1.4446419000000041,0.9244070050986477,0.9212698412698412,0.8699040767386091,0.8948504471168671,0.043615898698557864
112,1.3720394999999996,0.9244070050986477,0.9212698412698412,0.8699040767386091,0.8948504471168671,0.043615898698557864
