5,1.2503323000000037,0.7574817113722013,0.6933962264150944,0.6169064748201439,0.6529187817258884,0.1600422089342244
10,0.8957349000000008,0.7880735978718688,0.678894472361809,0.8099520383693045,0.7386550027337342,0.22476257474498768
15,1.0911061999999987,0.8614497894036799,0.8083973979893554,0.8195443645083933,0.8139327180708543,0.11396412240590925
20,1.1105500999999975,0.8736422079361561,0.8221830985915493,0.8399280575539568,0.8309608540925266,0.10657755891663735
25,1.0652735999999976,0.8935934382620262,0.8644171779141104,0.8447242206235012,0.8544572468162523,0.07773478719662329
30,1.0771414999999962,0.8993571270228331,0.8993421052631579,0.8195443645083933,0.8575909661229612,0.05381639113612381
35,1.0610107000000042,0.9062292174684106,0.9092702169625246,0.829136690647482,0.8673565380997177,0.04854027435807246
40,1.1377205000000004,0.9082243405009975,0.9130434782608695,0.8309352517985612,0.8700564971751413,0.04642982764685192
45,1.2718208000000004,0.9142097095987586,0.9140271493212669,0.8477218225419664,0.8796267496111975,0.04678156876538867
50,1.0699272999999963,0.9137663489248503,0.913915857605178,0.8465227817745803,0.878929349517585,0.04678156876538867
55,1.2206990999999974,0.9126579472400798,0.9125647668393783,0.8447242206235012,0.87733499377335,0.04748505100246219
60,1.241019300000005,0.9128796275770339,0.9083920563741191,0.8501199040767387,0.8782904924125116,0.050298979950756245
65,1.1141191999999975,0.9173132343161161,0.9111111111111111,0.8603117505995204,0.8849830403946962,0.049243756595145974
70,1.2852885,0.9190866770117491,0.9141767323585506,0.8621103117505995,0.8873804381363777,0.04748505100246219
75,1.3442009999999982,0.921081800044336,0.9146649810366625,0.867505995203837,0.8904615384615386,0.04748505100246219
80,1.1546824999999998,0.9197517180226114,0.9159235668789809,0.8621103117505995,0.8882025941939468,0.04642982764685192
85,1.321988900000001,0.9221902017291066,0.9154574132492114,0.8699040767386091,0.8920996003688902,0.04713330988392543
90,1.5501805000000033,0.9213034803812902,0.9184193753983428,0.8639088729016786,0.8903305529811553,0.04502286317270489
95,1.5851327000000026,0.9197517180226114,0.9180537772087067,0.8597122302158273,0.8879256965944272,0.04502286317270489
100,1.3089319999999987,0.9213034803812902,0.9147188881869868,0.86810551558753,0.8908028298984929,0.04748505100246219
102,1.351133500000003,0.9244070050986477,0.9212698412698412,0.8699040767386091,0.8948504471168671,0.043615898698557864
